age,potential,value_eur,wage_eur,dribbling,overall,technical_score,value_per_wage,age_potential_gap,tier,cluster
19,75,400000.0,4000.0,72.0,64,72.0,99.9750062484379,11,Average,3
29,64,400000.0,2000.0,40.0,64,40.0,199.9000499750125,0,Average,1
17,82,425000.0,2000.0,71.0,64,71.0,212.39380309845077,18,Average,3
24,69,500000.0,5000.0,62.0,64,62.0,99.98000399920016,5,Average,3
25,66,500000.0,5000.0,41.0,64,41.0,99.98000399920016,2,Average,1
26,67,575000.0,7000.0,62.0,64,62.0,82.13112412512498,3,Average,0
20,76,350000.0,4000.0,58.0,64,58.0,87.47813046738315,12,Average,3
19,75,400000.0,6000.0,64.0,64,64.0,66.65555740709881,11,Average,3
28,64,350000.0,5000.0,63.0,64,63.0,69.98600279944012,0,Average,0
19,76,350000.0,6000.0,62.0,64,62.0,58.32361273121146,12,Average,3
22,69,425000.0,2000.0,64.0,64,64.0,212.39380309845077,5,Average,3
20,75,425000.0,4000.0,66.0,64,66.0,106.22344413896526,11,Average,3
17,82,300000.0,5000.0,65.0,64,65.0,59.9880023995201,18,Average,3
24,70,600000.0,6000.0,64.0,64,64.0,99.98333611064822,6,Average,3
25,68,500000.0,5000.0,60.0,64,60.0,99.98000399920016,4,Average,0
19,73,300000.0,4000.0,63.0,64,63.0,74.98125468632841,9,Average,3
25,65,575000.0,6000.0,67.0,64,67.0,95.81736377270455,1,Average,0
23,71,550000.0,6000.0,60.0,64,60.0,91.65139143476087,7,Average,3
22,67,425000.0,5000.0,71.0,64,71.0,84.98300339932014,3,Average,3
22,68,375000.0,5000.0,62.0,64,62.0,74.98500299940012,4,Average,3
21,72,500000.0,5000.0,65.0,64,65.0,99.98000399920016,8,Average,3
22,71,425000.0,7000.0,70.0,64,70.0,60.70561348378803,7,Average,3
21,72,425000.0,5000.0,66.0,64,66.0,84.98300339932014,8,Average,3
19,75,450000.0,8000.0,66.0,64,66.0,56.2429696287964,11,Average,3
20,71,375000.0,4000.0,40.0,64,40.0,93.72656835791052,7,Average,1
27,65,475000.0,7000.0,50.0,64,50.0,67.84745036423368,1,Average,1
21,74,500000.0,5000.0,67.0,64,67.0,99.98000399920016,10,Average,3
19,74,400000.0,4000.0,65.0,64,65.0,99.9750062484379,10,Average,3
33,64,230000.0,3000.0,38.0,64,38.0,76.64111962679107,0,Average,1
30,64,375000.0,5000.0,63.0,64,63.0,74.98500299940012,0,Average,0
24,70,550000.0,5000.0,64.0,64,64.0,109.97800439912018,6,Average,3
33,64,375000.0,3000.0,62.0,64,62.0,124.95834721759414,0,Average,0
24,66,475000.0,9000.0,44.0,64,44.0,52.77191423175203,2,Average,1
25,68,475000.0,5000.0,58.0,64,58.0,94.98100379924016,4,Average,0
28,64,575000.0,7000.0,60.0,64,60.0,82.13112412512498,0,Average,0
23,70,425000.0,7000.0,67.0,64,67.0,60.70561348378803,6,Average,3
24,68,475000.0,5000.0,44.0,64,44.0,94.98100379924016,4,Average,1
33,64,300000.0,3000.0,67.0,64,67.0,99.96667777407531,0,Average,0
22,70,350000.0,5000.0,60.0,64,60.0,69.98600279944012,6,Average,3
23,71,500000.0,2000.0,62.0,64,62.0,249.8750624687656,7,Average,3
21,68,375000.0,8000.0,52.0,64,52.0,46.869141357330335,4,Average,1
28,64,450000.0,7000.0,36.0,64,36.0,64.27653192401085,0,Average,1
34,64,220000.0,3000.0,64.0,64,64.0,73.30889703432189,0,Average,0
25,68,625000.0,6000.0,67.0,64,67.0,104.1493084485919,4,Average,0
30,64,375000.0,5000.0,61.0,64,61.0,74.98500299940012,0,Average,0
24,68,475000.0,5000.0,37.0,64,37.0,94.98100379924016,4,Average,1
34,64,150000.0,3000.0,41.0,64,41.0,49.983338887037654,0,Average,1
32,64,300000.0,8000.0,68.0,64,68.0,37.49531308586427,0,Average,0
25,69,625000.0,6000.0,65.0,64,65.0,104.1493084485919,5,Average,0
28,64,500000.0,4000.0,62.0,64,62.0,124.96875781054736,0,Average,0
21,72,500000.0,2000.0,65.0,64,65.0,249.8750624687656,8,Average,3
35,64,80000.0,2000.0,62.0,64,62.0,39.9800099950025,0,Average,0
26,66,575000.0,7000.0,66.0,64,66.0,82.13112412512498,2,Average,0
20,70,350000.0,4000.0,59.0,64,59.0,87.47813046738315,6,Average,3
24,70,475000.0,9000.0,64.0,64,64.0,52.77191423175203,6,Average,3
22,72,375000.0,5000.0,62.0,64,62.0,74.98500299940012,8,Average,3
25,68,575000.0,5000.0,65.0,64,65.0,114.97700459908019,4,Average,0
28,64,500000.0,7000.0,61.0,64,61.0,71.4183688044565,0,Average,0
25,68,475000.0,5000.0,63.0,64,63.0,94.98100379924016,4,Average,0
38,64,50000.0,4000.0,70.0,64,70.0,12.496875781054737,0,Average,0
22,69,350000.0,5000.0,55.0,64,55.0,69.98600279944012,5,Average,3
30,64,350000.0,5000.0,66.0,64,66.0,69.98600279944012,0,Average,0
25,70,500000.0,7000.0,64.0,64,64.0,71.4183688044565,6,Average,3
26,67,500000.0,10000.0,62.0,64,62.0,49.99500049995,3,Average,0
24,71,450000.0,5000.0,65.0,64,65.0,89.98200359928015,7,Average,3
23,69,550000.0,9000.0,69.0,64,69.0,61.10432174202867,5,Average,3
25,68,625000.0,6000.0,65.0,64,65.0,104.1493084485919,4,Average,0
25,68,625000.0,6000.0,63.0,64,63.0,104.1493084485919,4,Average,0
22,70,375000.0,5000.0,64.0,64,64.0,74.98500299940012,6,Average,3
26,67,575000.0,7000.0,68.0,64,68.0,82.13112412512498,3,Average,0
22,68,500000.0,5000.0,67.0,64,67.0,99.98000399920016,4,Average,3
25,69,500000.0,5000.0,50.0,64,50.0,99.98000399920016,5,Average,1
22,68,375000.0,5000.0,53.0,64,53.0,74.98500299940012,4,Average,1
23,71,425000.0,5000.0,64.0,64,64.0,84.98300339932014,7,Average,3
20,76,350000.0,7000.0,60.0,64,60.0,49.99285816311956,12,Average,3
18,74,375000.0,2000.0,73.0,64,73.0,187.4062968515742,10,Average,3
25,68,475000.0,9000.0,58.0,64,58.0,52.77191423175203,4,Average,0
22,70,500000.0,5000.0,61.0,64,61.0,99.98000399920016,6,Average,3
18,70,325000.0,5000.0,67.0,64,67.0,64.9870025994801,6,Average,3
21,71,375000.0,5000.0,51.0,64,51.0,74.98500299940012,7,Average,1
28,64,450000.0,10000.0,62.0,64,62.0,44.995500449955,0,Average,0
20,74,350000.0,4000.0,59.0,64,59.0,87.47813046738315,10,Average,3
20,73,500000.0,8000.0,69.0,64,69.0,62.49218847644045,9,Average,3
22,71,350000.0,8000.0,69.0,64,69.0,43.74453193350831,7,Average,3
22,68,350000.0,5000.0,66.0,64,66.0,69.98600279944012,4,Average,3
21,70,425000.0,5000.0,68.0,64,68.0,84.98300339932014,6,Average,3
25,69,625000.0,3000.0,65.0,64,65.0,208.26391202932356,5,Average,0
30,64,375000.0,5000.0,53.0,64,53.0,74.98500299940012,0,Average,0
22,68,425000.0,5000.0,65.0,64,65.0,84.98300339932014,4,Average,3
22,69,425000.0,5000.0,68.0,64,68.0,84.98300339932014,5,Average,3
23,69,425000.0,5000.0,62.0,64,62.0,84.98300339932014,5,Average,3
25,68,625000.0,2000.0,68.0,64,68.0,312.343828085957,4,Average,0
19,75,400000.0,4000.0,67.0,64,67.0,99.9750062484379,11,Average,3
20,75,375000.0,7000.0,44.0,64,44.0,53.56377660334238,11,Average,1
21,72,375000.0,5000.0,62.0,64,62.0,74.98500299940012,8,Average,3
23,69,425000.0,5000.0,55.0,64,55.0,84.98300339932014,5,Average,3
23,68,425000.0,2000.0,48.0,64,48.0,212.39380309845077,4,Average,1
28,64,450000.0,7000.0,51.0,64,51.0,64.27653192401085,0,Average,0
33,64,300000.0,2000.0,65.0,64,65.0,149.92503748125938,0,Average,0
25,68,500000.0,9000.0,62.0,64,62.0,55.54938340184424,4,Average,0
25,69,500000.0,5000.0,37.0,64,37.0,99.98000399920016,5,Average,1
25,67,500000.0,5000.0,73.0,64,73.0,99.98000399920016,3,Average,0
19,79,450000.0,5000.0,60.0,64,60.0,89.98200359928015,15,Average,3
21,73,375000.0,5000.0,63.0,64,63.0,74.98500299940012,9,Average,3
24,72,550000.0,5000.0,65.0,64,65.0,109.97800439912018,8,Average,3
25,69,575000.0,3000.0,73.0,64,73.0,191.60279906697767,5,Average,0
25,70,500000.0,2000.0,37.0,64,37.0,249.8750624687656,6,Average,1
27,65,550000.0,4000.0,61.0,64,61.0,137.4656335916021,1,Average,0
22,67,350000.0,5000.0,71.0,64,71.0,69.98600279944012,3,Average,3
26,66,625000.0,7000.0,57.0,64,57.0,89.27296100557064,2,Average,0
23,68,425000.0,5000.0,48.0,64,48.0,84.98300339932014,4,Average,1
24,66,475000.0,5000.0,59.0,64,59.0,94.98100379924016,2,Average,0
27,64,475000.0,7000.0,65.0,64,65.0,67.84745036423368,0,Average,0
24,67,475000.0,5000.0,68.0,64,68.0,94.98100379924016,3,Average,0
21,70,375000.0,7000.0,57.0,64,57.0,53.56377660334238,6,Average,3
29,64,400000.0,5000.0,50.0,64,50.0,79.98400319936013,0,Average,0
23,68,550000.0,6000.0,61.0,64,61.0,91.65139143476087,4,Average,3
22,71,375000.0,8000.0,62.0,64,62.0,46.869141357330335,7,Average,3
21,71,375000.0,2000.0,43.0,64,43.0,187.4062968515742,7,Average,1
19,76,325000.0,4000.0,68.0,64,68.0,81.22969257685578,12,Average,3
25,69,575000.0,7000.0,66.0,64,66.0,82.13112412512498,5,Average,3
20,71,375000.0,4000.0,60.0,64,60.0,93.72656835791052,7,Average,3
19,71,450000.0,5000.0,69.0,64,69.0,89.98200359928015,7,Average,3
20,75,500000.0,5000.0,68.0,64,68.0,99.98000399920016,11,Average,3
21,72,425000.0,5000.0,66.0,64,66.0,84.98300339932014,8,Average,3
24,69,600000.0,6000.0,64.0,64,64.0,99.98333611064822,5,Average,3
26,66,575000.0,7000.0,64.0,64,64.0,82.13112412512498,2,Average,0
20,75,500000.0,8000.0,66.0,64,66.0,62.49218847644045,11,Average,3
21,72,425000.0,5000.0,65.0,64,65.0,84.98300339932014,8,Average,3
27,65,475000.0,7000.0,42.0,64,42.0,67.84745036423368,1,Average,1
31,64,325000.0,5000.0,45.0,64,45.0,64.9870025994801,0,Average,1
24,68,600000.0,6000.0,64.0,64,64.0,99.98333611064822,4,Average,0
22,67,375000.0,5000.0,49.0,64,49.0,74.98500299940012,3,Average,1
23,67,550000.0,6000.0,66.0,64,66.0,91.65139143476087,3,Average,0
17,77,325000.0,2000.0,48.0,64,48.0,162.41879060469765,13,Average,3
19,73,400000.0,6000.0,66.0,64,66.0,66.65555740709881,9,Average,3
20,73,500000.0,2000.0,68.0,64,68.0,249.8750624687656,9,Average,3
21,69,375000.0,5000.0,66.0,64,66.0,74.98500299940012,5,Average,3
22,68,425000.0,5000.0,66.0,64,66.0,84.98300339932014,4,Average,3
19,73,400000.0,7000.0,66.0,64,66.0,57.1346950435652,9,Average,3
19,77,450000.0,5000.0,60.0,64,60.0,89.98200359928015,13,Average,3
21,73,500000.0,5000.0,73.0,64,73.0,99.98000399920016,9,Average,3
20,73,375000.0,4000.0,68.0,64,68.0,93.72656835791052,9,Average,3
20,73,500000.0,5000.0,74.0,64,74.0,99.98000399920016,9,Average,3
22,69,425000.0,5000.0,67.0,64,67.0,84.98300339932014,5,Average,3
21,74,500000.0,5000.0,69.0,64,69.0,99.98000399920016,10,Average,3
20,74,375000.0,4000.0,43.0,64,43.0,93.72656835791052,10,Average,1
22,69,375000.0,5000.0,68.0,64,68.0,74.98500299940012,5,Average,3
23,69,550000.0,3000.0,63.0,64,63.0,183.27224258580472,5,Average,3
23,71,500000.0,5000.0,69.0,64,69.0,99.98000399920016,7,Average,3
20,73,425000.0,7000.0,66.0,64,66.0,60.70561348378803,9,Average,3
18,74,375000.0,3000.0,64.0,64,64.0,124.95834721759414,10,Average,3
26,68,625000.0,7000.0,66.0,64,66.0,89.27296100557064,4,Average,0
20,77,375000.0,7000.0,70.0,64,70.0,53.56377660334238,13,Average,3
19,76,450000.0,5000.0,71.0,64,71.0,89.98200359928015,12,Average,3
18,77,425000.0,4000.0,62.0,64,62.0,106.22344413896526,13,Average,3
21,69,375000.0,5000.0,56.0,64,56.0,74.98500299940012,5,Average,3
20,73,375000.0,2000.0,65.0,64,65.0,187.4062968515742,9,Average,3
21,68,425000.0,5000.0,61.0,64,61.0,84.98300339932014,4,Average,3
19,75,450000.0,5000.0,66.0,64,66.0,89.98200359928015,11,Average,3
19,77,325000.0,7000.0,62.0,64,62.0,46.42193972289673,13,Average,3
21,71,375000.0,7000.0,60.0,64,60.0,53.56377660334238,7,Average,3
20,71,375000.0,6000.0,62.0,64,62.0,62.48958506915514,7,Average,3
19,80,450000.0,8000.0,74.0,64,74.0,56.2429696287964,16,Average,3
22,70,375000.0,8000.0,42.0,64,42.0,46.869141357330335,6,Average,1
18,72,375000.0,2000.0,64.0,64,64.0,187.4062968515742,8,Average,3
20,69,500000.0,8000.0,65.0,64,65.0,62.49218847644045,5,Average,3
21,71,500000.0,2000.0,61.0,64,61.0,249.8750624687656,7,Average,3
17,80,325000.0,5000.0,62.0,64,62.0,64.9870025994801,16,Average,3
20,74,500000.0,5000.0,66.0,64,66.0,99.98000399920016,10,Average,3
18,74,375000.0,2000.0,71.0,64,71.0,187.4062968515742,10,Average,3
22,73,425000.0,5000.0,68.0,64,68.0,84.98300339932014,9,Average,3
27,65,600000.0,9000.0,70.0,64,70.0,66.65926008221308,1,Average,0
22,67,500000.0,8000.0,54.0,64,54.0,62.49218847644045,3,Average,1
19,75,400000.0,4000.0,65.0,64,65.0,99.9750062484379,11,Average,3
22,68,350000.0,8000.0,64.0,64,64.0,43.74453193350831,4,Average,3
24,67,475000.0,2000.0,42.0,64,42.0,237.38130934532734,3,Average,1
27,65,475000.0,7000.0,59.0,64,59.0,67.84745036423368,1,Average,0
26,66,625000.0,7000.0,67.0,64,67.0,89.27296100557064,2,Average,0
20,70,375000.0,4000.0,43.0,64,43.0,93.72656835791052,6,Average,1
19,78,400000.0,5000.0,68.0,64,68.0,79.98400319936013,14,Average,3
24,68,550000.0,5000.0,65.0,64,65.0,109.97800439912018,4,Average,0
23,68,550000.0,2000.0,62.0,64,62.0,274.86256871564217,4,Average,0
25,69,350000.0,5000.0,63.0,64,63.0,69.98600279944012,5,Average,3
24,68,475000.0,5000.0,56.0,64,56.0,94.98100379924016,4,Average,0
17,81,425000.0,2000.0,66.0,64,66.0,212.39380309845077,17,Average,3
23,68,400000.0,2000.0,58.0,64,58.0,199.9000499750125,4,Average,0
19,78,450000.0,8000.0,62.0,64,62.0,56.2429696287964,14,Average,3
20,80,375000.0,4000.0,40.0,64,40.0,93.72656835791052,16,Average,1
25,67,500000.0,2000.0,62.0,64,62.0,249.8750624687656,3,Average,0
21,70,350000.0,5000.0,42.0,64,42.0,69.98600279944012,6,Average,1
19,73,450000.0,5000.0,65.0,64,65.0,89.98200359928015,9,Average,3
24,67,550000.0,2000.0,57.0,64,57.0,274.86256871564217,3,Average,0
25,67,575000.0,6000.0,67.0,64,67.0,95.81736377270455,3,Average,0
23,67,425000.0,2000.0,61.0,64,61.0,212.39380309845077,3,Average,0
31,64,325000.0,5000.0,43.0,64,43.0,64.9870025994801,0,Average,1
21,72,500000.0,5000.0,57.0,64,57.0,99.98000399920016,8,Average,3
29,64,525000.0,5000.0,62.0,64,62.0,104.97900419916017,0,Average,0
19,70,325000.0,4000.0,49.0,64,49.0,81.22969257685578,6,Average,1
23,69,550000.0,3000.0,70.0,64,70.0,183.27224258580472,5,Average,3
19,75,450000.0,8000.0,68.0,64,68.0,56.2429696287964,11,Average,3
26,66,625000.0,4000.0,60.0,64,60.0,156.2109472631842,2,Average,0
20,70,375000.0,4000.0,42.0,64,42.0,93.72656835791052,6,Average,1
24,69,475000.0,5000.0,56.0,64,56.0,94.98100379924016,5,Average,3
21,69,375000.0,5000.0,62.0,64,62.0,74.98500299940012,5,Average,3
22,68,425000.0,5000.0,65.0,64,65.0,84.98300339932014,4,Average,3
24,68,600000.0,3000.0,61.0,64,61.0,199.93335554815062,4,Average,0
28,64,500000.0,7000.0,66.0,64,66.0,71.4183688044565,0,Average,0
20,74,375000.0,7000.0,62.0,64,62.0,53.56377660334238,10,Average,3
21,74,425000.0,8000.0,69.0,64,69.0,53.11836020497438,10,Average,3
20,71,500000.0,8000.0,70.0,64,70.0,62.49218847644045,7,Average,3
20,70,425000.0,2000.0,64.0,64,64.0,212.39380309845077,6,Average,3
23,69,425000.0,5000.0,68.0,64,68.0,84.98300339932014,5,Average,3
23,68,500000.0,5000.0,66.0,64,66.0,99.98000399920016,4,Average,3
27,66,500000.0,7000.0,62.0,64,62.0,71.4183688044565,2,Average,0
26,69,625000.0,7000.0,66.0,64,66.0,89.27296100557064,5,Average,0
29,64,400000.0,5000.0,57.0,64,57.0,79.98400319936013,0,Average,0
21,70,425000.0,5000.0,65.0,64,65.0,84.98300339932014,6,Average,3
32,64,300000.0,5000.0,67.0,64,67.0,59.9880023995201,0,Average,0
22,69,375000.0,5000.0,47.0,64,47.0,74.98500299940012,5,Average,1
21,68,375000.0,5000.0,49.0,64,49.0,74.98500299940012,4,Average,1
24,72,600000.0,9000.0,66.0,64,66.0,66.65926008221308,8,Average,3
30,64,375000.0,5000.0,57.0,64,57.0,74.98500299940012,0,Average,0
24,66,600000.0,6000.0,65.0,64,65.0,99.98333611064822,2,Average,0
27,64,500000.0,7000.0,62.0,64,62.0,71.4183688044565,0,Average,0
24,70,475000.0,9000.0,51.0,64,51.0,52.77191423175203,6,Average,1
18,77,425000.0,2000.0,71.0,64,71.0,212.39380309845077,13,Average,3
18,75,425000.0,2000.0,67.0,64,67.0,212.39380309845077,11,Average,3
23,67,550000.0,9000.0,56.0,64,56.0,61.10432174202867,3,Average,1
21,69,500000.0,5000.0,61.0,64,61.0,99.98000399920016,5,Average,3
20,70,425000.0,7000.0,71.0,64,71.0,60.70561348378803,6,Average,3
18,80,325000.0,2000.0,62.0,64,62.0,162.41879060469765,16,Average,3
17,74,325000.0,3000.0,42.0,64,42.0,108.29723425524826,10,Average,1
27,64,550000.0,3000.0,64.0,64,64.0,183.27224258580472,0,Average,0
21,72,375000.0,5000.0,62.0,64,62.0,74.98500299940012,8,Average,3
21,70,350000.0,5000.0,59.0,64,59.0,69.98600279944012,6,Average,3
21,69,500000.0,5000.0,67.0,64,67.0,99.98000399920016,5,Average,3
31,63,190000.0,2000.0,50.0,63,50.0,94.95252373813094,0,Average,0
39,63,35000.0,3000.0,58.0,63,58.0,11.662779073642119,0,Average,0
35,63,35000.0,3000.0,60.0,63,60.0,11.662779073642119,0,Average,0
33,63,220000.0,2000.0,65.0,63,65.0,109.94502748625688,0,Average,0
32,63,275000.0,4000.0,65.0,63,65.0,68.73281679580106,0,Average,0
36,63,350000.0,3000.0,63.0,63,63.0,116.62779073642119,0,Average,0
32,63,230000.0,4000.0,62.0,63,62.0,57.48562859285179,0,Average,0
32,63,190000.0,4000.0,54.0,63,54.0,47.488127968008,0,Average,0
37,63,35000.0,3000.0,54.0,63,54.0,11.662779073642119,0,Average,0
37,63,35000.0,3000.0,61.0,63,61.0,11.662779073642119,0,Average,0
35,63,190000.0,5000.0,62.0,63,62.0,37.99240151969606,0,Average,0
36,63,350000.0,2000.0,56.0,63,56.0,174.91254372813594,0,Average,0
32,63,275000.0,2000.0,62.0,63,62.0,137.43128435782108,0,Average,0
36,63,350000.0,5000.0,50.0,63,50.0,69.98600279944012,0,Average,0
33,63,140000.0,4000.0,55.0,63,55.0,34.99125218695326,0,Average,0
34,63,140000.0,4000.0,60.0,63,60.0,34.99125218695326,0,Average,0
33,63,140000.0,3000.0,56.0,63,56.0,46.651116294568475,0,Average,0
31,63,250000.0,6000.0,65.0,63,65.0,41.65972337943676,0,Average,0
33,63,140000.0,5000.0,50.0,63,50.0,27.994401119776043,0,Average,0
31,63,275000.0,4000.0,61.0,63,61.0,68.73281679580106,0,Average,0
34,63,100000.0,3000.0,58.0,63,58.0,33.32222592469177,0,Average,0
35,63,50000.0,2000.0,37.0,63,37.0,24.987506246876563,0,Average,1
30,63,275000.0,4000.0,58.0,63,58.0,68.73281679580106,0,Average,0
31,63,210000.0,4000.0,46.0,63,46.0,52.48687828042989,0,Average,1
33,63,180000.0,2000.0,61.0,63,61.0,89.95502248875562,0,Average,0
33,63,140000.0,2000.0,60.0,63,60.0,69.96501749125437,0,Average,0
33,63,130000.0,3000.0,66.0,63,66.0,43.3188937020993,0,Average,0
31,63,210000.0,7000.0,62.0,63,62.0,29.995714897871732,0,Average,0
31,63,210000.0,4000.0,44.0,63,44.0,52.48687828042989,0,Average,1
33,63,240000.0,2000.0,62.0,63,62.0,119.9400299850075,0,Average,0
31,63,275000.0,2000.0,60.0,63,60.0,137.43128435782108,0,Average,0
36,63,5000.0,2000.0,53.0,63,53.0,2.498750624687656,0,Average,0
31,63,275000.0,6000.0,62.0,63,62.0,45.825695717380434,0,Average,0
32,63,275000.0,4000.0,60.0,63,60.0,68.73281679580106,0,Average,0
34,63,220000.0,3000.0,62.0,63,62.0,73.30889703432189,0,Average,0
31,63,190000.0,2000.0,57.0,63,57.0,94.95252373813094,0,Average,0
38,63,350000.0,2000.0,52.0,63,52.0,174.91254372813594,0,Average,0
32,63,275000.0,2000.0,62.0,63,62.0,137.43128435782108,0,Average,0
31,63,210000.0,4000.0,51.0,63,51.0,52.48687828042989,0,Average,0
31,63,210000.0,4000.0,63.0,63,63.0,52.48687828042989,0,Average,0
31,63,275000.0,2000.0,62.0,63,62.0,137.43128435782108,0,Average,0
32,63,275000.0,2000.0,58.0,63,58.0,137.43128435782108,0,Average,0
29,63,250000.0,5000.0,42.0,63,42.0,49.99000199960008,0,Average,1
25,65,325000.0,6000.0,65.0,63,65.0,54.15764039326779,2,Average,0
35,63,190000.0,3000.0,62.0,63,62.0,63.312229256914364,0,Average,0
32,63,170000.0,4000.0,62.0,63,62.0,42.489377655586104,0,Average,0
31,63,210000.0,4000.0,54.0,63,54.0,52.48687828042989,0,Average,0
34,63,170000.0,3000.0,62.0,63,62.0,56.647784071976005,0,Average,0
32,63,190000.0,4000.0,61.0,63,61.0,47.488127968008,0,Average,0
31,63,275000.0,4000.0,62.0,63,62.0,68.73281679580106,0,Average,0
30,63,220000.0,4000.0,65.0,63,65.0,54.98625343664084,0,Average,0
29,63,240000.0,4000.0,57.0,63,57.0,59.985003749062734,0,Average,0
34,63,220000.0,3000.0,62.0,63,62.0,73.30889703432189,0,Average,0
29,63,325000.0,2000.0,60.0,63,60.0,162.41879060469765,0,Average,0
30,63,275000.0,4000.0,62.0,63,62.0,68.73281679580106,0,Average,0
35,63,190000.0,3000.0,62.0,63,62.0,63.312229256914364,0,Average,0
36,63,350000.0,2000.0,54.0,63,54.0,174.91254372813594,0,Average,0
32,63,170000.0,2000.0,61.0,63,61.0,84.95752123938031,0,Average,0
36,63,5000.0,2000.0,63.0,63,63.0,2.498750624687656,0,Average,0
27,63,300000.0,3000.0,33.0,63,33.0,99.96667777407531,0,Average,1
30,63,300000.0,4000.0,64.0,63,64.0,74.98125468632841,0,Average,0
31,63,275000.0,2000.0,62.0,63,62.0,137.43128435782108,0,Average,0
32,63,230000.0,4000.0,61.0,63,61.0,57.48562859285179,0,Average,0
35,63,130000.0,3000.0,52.0,63,52.0,43.3188937020993,0,Average,0
33,63,140000.0,3000.0,42.0,63,42.0,46.651116294568475,0,Average,1
31,63,275000.0,4000.0,54.0,63,54.0,68.73281679580106,0,Average,0
29,63,250000.0,2000.0,63.0,63,63.0,124.9375312343828,0,Average,0
37,63,1000.0,2000.0,58.0,63,58.0,0.49975012493753124,0,Average,0
33,63,140000.0,4000.0,61.0,63,61.0,34.99125218695326,0,Average,0
37,63,100000.0,2000.0,62.0,63,62.0,49.97501249375313,0,Average,0
38,63,35000.0,5000.0,69.0,63,69.0,6.998600279944011,0,Average,0
34,63,140000.0,2000.0,66.0,63,66.0,69.96501749125437,0,Average,0
30,63,230000.0,4000.0,62.0,63,62.0,57.48562859285179,0,Average,0
31,63,210000.0,4000.0,49.0,63,49.0,52.48687828042989,0,Average,1
26,66,325000.0,5000.0,58.0,63,58.0,64.9870025994801,3,Average,0
36,63,350000.0,2000.0,55.0,63,55.0,174.91254372813594,0,Average,0
32,63,275000.0,4000.0,62.0,63,62.0,68.73281679580106,0,Average,0
30,63,300000.0,2000.0,60.0,63,60.0,149.92503748125938,0,Average,0
30,63,300000.0,4000.0,62.0,63,62.0,74.98125468632841,0,Average,0
26,68,325000.0,5000.0,51.0,63,51.0,64.9870025994801,5,Average,1
23,70,300000.0,4000.0,63.0,63,63.0,74.98125468632841,7,Average,3
33,63,140000.0,3000.0,43.0,63,43.0,46.651116294568475,0,Average,1
33,63,140000.0,3000.0,62.0,63,62.0,46.651116294568475,0,Average,0
29,63,300000.0,4000.0,61.0,63,61.0,74.98125468632841,0,Average,0
29,63,325000.0,4000.0,61.0,63,61.0,81.22969257685578,0,Average,0
28,63,275000.0,5000.0,60.0,63,60.0,54.98900219956009,0,Average,0
32,63,190000.0,4000.0,38.0,63,38.0,47.488127968008,0,Average,1
40,63,350000.0,2000.0,70.0,63,70.0,174.91254372813594,0,Average,0
29,63,250000.0,4000.0,48.0,63,48.0,62.48437890527368,0,Average,1
34,63,220000.0,3000.0,62.0,63,62.0,73.30889703432189,0,Average,0
32,63,190000.0,5000.0,55.0,63,55.0,37.99240151969606,0,Average,0
28,63,325000.0,6000.0,56.0,63,56.0,54.15764039326779,0,Average,0
30,63,300000.0,4000.0,65.0,63,65.0,74.98125468632841,0,Average,0
31,63,250000.0,2000.0,65.0,63,65.0,124.9375312343828,0,Average,0
29,63,325000.0,4000.0,62.0,63,62.0,81.22969257685578,0,Average,0
30,63,220000.0,4000.0,49.0,63,49.0,54.98625343664084,0,Average,1
30,63,300000.0,6000.0,70.0,63,70.0,49.99166805532411,0,Average,0
32,63,230000.0,4000.0,61.0,63,61.0,57.48562859285179,0,Average,0
29,63,250000.0,4000.0,44.0,63,44.0,62.48437890527368,0,Average,1
29,63,325000.0,4000.0,62.0,63,62.0,81.22969257685578,0,Average,0
31,63,250000.0,6000.0,63.0,63,63.0,41.65972337943676,0,Average,0
28,63,275000.0,5000.0,43.0,63,43.0,54.98900219956009,0,Average,1
27,66,350000.0,7000.0,67.0,63,67.0,49.99285816311956,3,Average,0
38,63,35000.0,2000.0,56.0,63,56.0,17.491254372813593,0,Average,0
32,63,275000.0,4000.0,65.0,63,65.0,68.73281679580106,0,Average,0
32,63,230000.0,4000.0,55.0,63,55.0,57.48562859285179,0,Average,0
29,63,240000.0,4000.0,54.0,63,54.0,59.985003749062734,0,Average,0
29,63,300000.0,4000.0,68.0,63,68.0,74.98125468632841,0,Average,0
30,63,230000.0,2000.0,59.0,63,59.0,114.94252873563218,0,Average,0
35,63,90000.0,3000.0,68.0,63,68.0,29.990003332222592,0,Average,0
30,63,220000.0,4000.0,61.0,63,61.0,54.98625343664084,0,Average,0
27,65,300000.0,5000.0,62.0,63,62.0,59.9880023995201,2,Average,0
34,63,100000.0,3000.0,43.0,63,43.0,33.32222592469177,0,Average,1
28,63,275000.0,5000.0,60.0,63,60.0,54.98900219956009,0,Average,0
30,63,230000.0,4000.0,54.0,63,54.0,57.48562859285179,0,Average,0
26,68,325000.0,5000.0,62.0,63,62.0,64.9870025994801,5,Average,0
32,63,170000.0,4000.0,62.0,63,62.0,42.489377655586104,0,Average,0
32,63,190000.0,2000.0,42.0,63,42.0,94.95252373813094,0,Average,1
29,63,250000.0,4000.0,44.0,63,44.0,62.48437890527368,0,Average,1
33,63,180000.0,3000.0,67.0,63,67.0,59.980006664445185,0,Average,0
